,Candidate Deidentified ID,Work Company Name Deidentified ID,Work History Title,Work History Start Year,Work History End Year,Work History Start Month,Work History End Month
289,47,116.0,DATA ANALYST/REPORTING ANALYTICS,2014.0,2017.0,5.0,1.0
644,102,273.0,Senior Management Consultant,2004.0,2015.0,5.0,10.0
670,103,282.0,Sr. Associate-Projects,2020.0,,,
341,53,70.0,Data Analyst,2021.0,,9.0,
234,34,91.0,Pricing Analyst,2021.0,,11.0,
774,114,320.0,Product Operations and Project Engineering Intern,2018.0,2019.0,6.0,8.0
793,115,324.0,Logistics Analyst,2019.0,2019.0,8.0,12.0
889,131,367.0,,2020.0,2020.0,1.0,3.0
1004,152,419.0,RESOURCE OPTIMIZATION SPECIALIST,2017.0,2019.0,11.0,9.0
991,151,412.0,Senior Power BI Consultant,2019.0,2020.0,1.0,4.0
981,150,410.0,Business Data Analyst,2018.0,2020.0,9.0,1.0
163,27,68.0,Data Analyst,2016.0,2017.0,5.0,10.0
436,61,168.0,Data Analyst,2017.0,2017.0,8.0,11.0
115,23,56.0,Teaching Assistant,2014.0,2017.0,9.0,4.0
678,105,291.0,BI Developer,2021.0,,9.0,
243,37,98.0,Data Analyst,2018.0,2019.0,5.0,6.0
512,77,211.0,,2018.0,2019.0,9.0,2.0
454,67,179.0,,2020.0,2021.0,,
751,113,315.0,Student Researcher,2011.0,2015.0,,
870,129,357.0,Data Science Researcher,2018.0,2021.0,9.0,12.0
828,121,340.0,Credit Specialist,2017.0,2018.0,7.0,12.0
131,23,60.0,Graduate Teaching Assistant,2020.0,2020.0,1.0,4.0
136,23,59.0,Graduate Research Assistant,2018.0,2022.0,9.0,1.0
726,112,309.0,Research Student,2019.0,2019.0,1.0,8.0
83,16,43.0,Specialist,2016.0,2017.0,4.0,3.0
245,37,98.0,Data Analyst,2018.0,2019.0,5.0,6.0
675,104,288.0,Associate Consultant,2017.0,2019.0,12.0,2.0
323,51,133.0,Operational Excellence Coordinator,2021.0,,6.0,
62,12,30.0,,2020.0,2020.0,4.0,5.0
827,121,337.0,Data Analyst,2022.0,2022.0,1.0,5.0
374,56,32.0,Senior Data Analyst,2020.0,2020.0,1.0,11.0
849,125,351.0,Data Analyst,2019.0,2020.0,11.0,2.0
857,127,355.0,,2021.0,,,
298,47,117.0,DATA ANALYST,2010.0,2014.0,2.0,4.0
523,81,216.0,BI Developer,2021.0,,5.0,
1015,153,422.0,POWER BI DEVELOPER,2020.0,,8.0,
677,104,290.0,Power Bi Developer,2016.0,2016.0,1.0,9.0
108,21,51.0,Business Analyst/IT Support,2017.0,2019.0,,
201,30,79.0,Software Design Engineer,2011.0,2012.0,6.0,6.0
583,92,216.0,Data Engineer,2021.0,,1.0,
818,120,335.0,Data Analyst,2019.0,2019.0,,
1021,154,424.0,Technical Support Specialist,2020.0,2021.0,9.0,3.0
106,19,,,,,,
978,150,410.0,Business Data Analyst,2018.0,2020.0,9.0,1.0
157,27,66.0,Technical Support Associate,2006.0,2006.0,8.0,12.0
254,38,100.0,Business Intelligence Solution Associate,2022.0,2024.0,6.0,3.0
42,8,16.0,Bartender,2018.0,2018.0,7.0,8.0
76,14,37.0,BUSINESS ADMINISTRATOR,2013.0,2013.0,6.0,12.0
226,33,88.0,Lecturer,2013.0,2017.0,8.0,7.0
587,92,245.0,SQL\MSBI Developer,2016.0,2018.0,9.0,9.0
905,134,373.0,ASSISTANT MANAGER,1997.0,2002.0,,
460,68,181.0,Analyst,2005.0,2018.0,,
782,114,322.0,Math Tutor,2016.0,2016.0,5.0,7.0
864,129,359.0,Software Engineer,2016.0,2018.0,4.0,2.0
104,18,38.0,Business Analyst,2018.0,2019.0,5.0,8.0
135,23,56.0,Teaching Assistant,2014.0,2017.0,9.0,4.0
232,34,90.0,Credit Data Analyst,2010.0,2020.0,2.0,9.0
746,113,312.0,Post-Doctoral Researcher,2017.0,2018.0,,
765,113,315.0,Student Researcher,2011.0,2015.0,,
951,146,400.0,Data Science Analyst,2021.0,2021.0,8.0,12.0
8,3,5.0,Solution Architect,2020.0,2020.0,9.0,9.0
899,133,372.0,SQL DB Analyst,2016.0,2017.0,1.0,6.0
1027,155,427.0,Business Risk Analyst,2019.0,,,
202,30,80.0,Senior Business Intelligence Consultant,2017.0,2021.0,10.0,6.0
449,65,,,,,,
814,119,332.0,Data Analyst,2018.0,2019.0,7.0,9.0
137,23,58.0,CVITP Volunteer,2020.0,2020.0,1.0,5.0
199,30,77.0,,2021.0,2021.0,9.0,11.0
719,112,308.0,Analyst,2017.0,2017.0,1.0,11.0
497,73,202.0,Senior Manager,2015.0,2016.0,11.0,12.0
616,96,264.0,Expert,2017.0,2017.0,9.0,12.0
455,67,180.0,"Analyst, QA Information",2017.0,2019.0,,
701,108,296.0,Business Intelligence Analyst,2020.0,,12.0,
948,145,398.0,Product Analyst,2020.0,2021.0,3.0,4.0
425,60,165.0,Customer Service Agent/ Portal Data Analysis,2018.0,2018.0,5.0,10.0
936,142,394.0,Student Data Analyst,2020.0,2020.0,7.0,12.0
392,56,149.0,Business Intelligence Analyst,2017.0,2019.0,11.0,12.0
941,144,397.0,,2021.0,2022.0,6.0,2.0
982,150,409.0,Business Process Analyst,2008.0,2008.0,9.0,12.0
353,55,144.0,Aircraft Engineer,2019.0,2020.0,,
522,81,216.0,BI Developer,2021.0,,5.0,
473,72,194.0,Post-doctoral Fellow,2018.0,2020.0,1.0,11.0
809,117,331.0,CEO,2018.0,,,
315,50,128.0,SOFTWARE DEVELOPER,2015.0,2018.0,1.0,2.0
600,94,255.0,SQL Database Developer,2014.0,2015.0,8.0,7.0
274,42,106.0,Machine Learning Consultant,2021.0,,5.0,
288,47,116.0,DATA ANALYST/REPORTING ANALYTICS,2014.0,2017.0,5.0,1.0
882,130,360.0,Data Analyst,2021.0,,,
944,145,398.0,Product Consultant,2019.0,2020.0,6.0,3.0
295,47,117.0,TABLEAU DEVELOPER,2017.0,2021.0,2.0,12.0
310,50,124.0,POWER BI DEVELOPER,2020.0,2020.0,3.0,12.0
138,23,60.0,Graduate Teaching Assistant,2020.0,2020.0,1.0,4.0
892,131,366.0,Software Developer,2018.0,2019.0,7.0,4.0
904,134,374.0,LOAN PROCESSOR,2006.0,2012.0,,
955,146,401.0,Process Engineer,2016.0,2018.0,7.0,11.0
977,150,409.0,Business Process Analyst,2008.0,2008.0,9.0,12.0
622,96,263.0,Specialist,2012.0,2013.0,7.0,5.0
650,102,279.0,Business Development,2015.0,2018.0,11.0,3.0
79,15,39.0,BI Developer,2021.0,,1.0,
692,107,122.0,Power Bi Developer,2018.0,,6.0,
725,112,311.0,Practitioner,2014.0,,3.0,
431,61,166.0,Senior Sales Ops Analyst,2021.0,2022.0,2.0,1.0
365,55,143.0,Technician,2016.0,2016.0,,
785,115,324.0,Logistics Analyst,2019.0,2019.0,8.0,12.0
745,113,312.0,Post-Doctoral Researcher,2017.0,2018.0,,
851,126,216.0,Data Analyst,2021.0,,3.0,
43,8,16.0,Bartender,2017.0,2017.0,8.0,8.0
359,55,146.0,Aircraft Engineer,2020.0,,,
525,81,217.0,BI Developer,2017.0,2018.0,1.0,5.0
130,23,55.0,Desktop Support,2016.0,2016.0,4.0,8.0
681,105,293.0,BI Analyst,2018.0,2019.0,6.0,9.0
180,28,74.0,Enterprise Resource Database Analyst,2016.0,2017.0,1.0,1.0
859,129,356.0,Associate Software Engineer,2014.0,2016.0,7.0,3.0
176,27,70.0,Data Analyst,2021.0,,8.0,
663,102,274.0,Business & Organizational Development Manager,2018.0,2019.0,11.0,7.0
596,94,254.0,IT Operations Coordinator,2018.0,2019.0,6.0,3.0
712,111,306.0,Analyst,2017.0,2019.0,10.0,6.0
820,121,337.0,Data Analyst,2022.0,2022.0,1.0,5.0
649,102,276.0,Investment Manager,2021.0,2021.0,2.0,8.0
878,130,363.0,Customer Service Representative,2018.0,2019.0,,
731,113,312.0,Teaching Assistant,2011.0,2015.0,,
603,94,256.0,IT Technician,2017.0,2018.0,10.0,4.0
558,87,237.0,Supply Chain Data Analyst,2019.0,2020.0,3.0,2.0
300,48,119.0,Business Intelligence Analyst,2015.0,2020.0,,
423,60,165.0,Customer Service Agent/ Portal Data Analysis,2018.0,2018.0,5.0,10.0
426,60,163.0,Research and Development Intern,2016.0,2017.0,12.0,5.0
435,61,166.0,Senior Sales Ops Analyst,2021.0,2022.0,2.0,1.0
703,108,298.0,Business Intelligence Analyst,2016.0,2018.0,3.0,5.0
798,115,326.0,Customer Service Representative,2020.0,2021.0,4.0,4.0
637,102,274.0,Business & Organizational Development Manager,2018.0,2019.0,11.0,7.0
799,115,324.0,Production Assistant,2016.0,2017.0,8.0,9.0
209,31,83.0,DATA ANALYST,2019.0,2021.0,8.0,7.0
303,48,120.0,Performance Analyst,2021.0,,,
459,67,179.0,,2020.0,2021.0,,
166,27,64.0,Software Developer,2007.0,2008.0,1.0,1.0
925,138,387.0,Microsoft End-User Trainer,2009.0,2013.0,8.0,12.0
51,9,21.0,Analyst,2018.0,2021.0,11.0,4.0
413,58,159.0,Branch Manager,2022.0,,2.0,
380,56,150.0,Business System Analyst,2004.0,2008.0,6.0,12.0
251,37,97.0,Catalog Analyst,2020.0,2021.0,11.0,7.0
926,139,,,,,,
521,81,215.0,BI Developer,2018.0,2019.0,5.0,8.0
217,32,87.0,Business Intelligence Intern,2017.0,2017.0,1.0,7.0
352,55,143.0,Technician,2016.0,2016.0,,
499,74,203.0,IT Consultant,2010.0,2012.0,,
668,103,283.0,Senior BI Consultant,2017.0,2020.0,7.0,12.0
628,98,267.0,Analyst,2010.0,2011.0,,
653,102,273.0,Senior Management Consultant,2004.0,2015.0,5.0,10.0
153,27,66.0,Technical Support Associate,2006.0,2006.0,8.0,12.0
227,34,90.0,Credit Data Analyst,2010.0,2020.0,2.0,9.0
646,102,278.0,Area Manager,2001.0,2004.0,6.0,4.0
35,8,15.0,,2021.0,2021.0,2.0,6.0
73,14,36.0,BUSINESS MARKETING COORDINATOR,2014.0,2015.0,4.0,8.0
321,50,129.0,SENIOR REPORTING ANALYST,2004.0,2009.0,8.0,6.0
908,134,374.0,CREDIT INVESTIGATOR,2002.0,2006.0,,
464,69,185.0,BI Developer,2014.0,2016.0,,
776,114,318.0,Design Engineer,2020.0,,9.0,
152,27,65.0,Analyst,2018.0,2021.0,10.0,7.0
569,88,240.0,Data Analyst,2016.0,2018.0,6.0,12.0
688,107,123.0,Jr Business Analyst,2015.0,2017.0,5.0,8.0
730,113,313.0,Post-Doctoral Researcher,2015.0,2016.0,,
74,14,34.0,Business Analyst,2018.0,,1.0,
91,16,43.0,Specialist,2016.0,2017.0,4.0,3.0
189,29,76.0,Business Intelligence Analyst,2020.0,,2.0,
854,126,354.0,SQL BI Analyst,2016.0,2018.0,1.0,3.0
989,150,408.0,Business Analyst,2010.0,2011.0,6.0,2.0
252,38,99.0,Software Engineer,2018.0,2021.0,7.0,8.0
654,102,273.0,Senior Management Consultant,2004.0,2015.0,5.0,10.0
124,23,58.0,CVITP Volunteer,2020.0,2020.0,1.0,5.0
821,121,338.0,,2019.0,2021.0,1.0,4.0
159,27,70.0,Data Analyst,2021.0,,8.0,
848,124,348.0,Functional Consultant,2019.0,2021.0,9.0,8.0
697,107,121.0,Business Intelligence Analyst,2017.0,2018.0,10.0,5.0
98,16,42.0,Senior Business Analyst,2017.0,2018.0,7.0,10.0
